Istri saya awalnya knal orang werda...tapi stelah itu apa2 di habiskan kalo gk ada saya itu malah dkat laki2 tapi kok ajaranya cebokan.tunggang2ngan.jawit pipi.pantat.sama kmaluanya di prlihatkan.gaya arabiah. Kpala saya sering di hina dari blakang pak ganjar...Dulu sy punya bpk angkat sudah almrh ktemu dgn ibu anisa istri mntn jndrl imam besar salaman dgn sy itu baik.lha sy salaman sama ibu2 dri ngerang kok tangan sy di pencet. Sy bukan orng politik pk sbnrnya....saya rumae masih anyaman bambu.Saya sama anak kcil sy kulak madu 2 dus psanan ibu2 istri prwira t.n.i. itu baik2. istri sy kluar prnah ktmu dng orng pati tpi skarang di kalimantan itu bahaya pk ganjar...;sosial
pak ganjar saya seorang perawat puskesmas di kendal gaji saya 275rb pak pak mbk mohon kita diperhatikan hnorer nya paling tidak ya umr supaya bs bwt hdup pak saya syarat2 sdh kmplit jd seorang perawat pak mohon bisa ditindak lanjut pak;kesehatan
Lapo hen desa kertomolyo kecamatan margoyoso kabu paten pati ada calonan perangkat pendaptaranya dua puluh juta .akan daptar kesulitan petinggi tidakmau;INVALID
Minta info cara minta ganti TNKB Yg hilang, berikut biayanya?;administrasi, pemerintah
Malem pak ganjar, mohon maaf saya tanya adakah bea siswa bagi anak yatim yg tidak mampu?? Karena KIP nya tidak bisa digunakan dengan alasan sekolah swasta.. Terima kasih dan mohon segera ditanggapi;pendidikan
Bpk petugas saber pungli sy mau nanya ini di Desa Talun Kc Kayen KB PATI utk prona sertipikat gratis ad biaya admin byr 400 betul tp utk sertipikat byr 700 apa betul contoh dr pengurus desa seperti ini lampiran berikut;administrasi, pemerintah
Pak di kec gemolong sragen ngak ada pemutihan dan langka pupuk;lainnya
Selamat pagi pak ..saya cm nyuwun tulung..mohon atlet tenismeja di perhatikan terutama daerah kab magelang ..maaf pak untuk kejurda sama POPDA kab mgl memng tidak ada uang pembinaan dan tropy ..atau bagaimana ..pdhl di kab laen ada ..mohon penjelasan nggih pak ..jaman sekarang cari bibit tenusmeja itu sulit apa lg putri ..blm lg untuk bs jd atlet tenis meja biayanya jg ga sedikit ..buat semangat anak ajalah pak ..njih pak begitu saja matyrsembahnuwun;wisata
assalamualaikum salam banteng moncong putih,pak gub saya pendukungmu,mau minta bantuan tas sekolah,sepatu, untuk sd kelas 3, dan smp 1 anak smu 3 anak,saya pak jefri alamat plumbon kidul Rt08 Rw03 Wonosari Ngalian;pendidikan
Pak gubernur saya yakin anda adalah orang yang bersih dan sangat tidak suka dengan yang namanya KKN. Tolong pak gub selamatkan tempat lahir saya dr praktek KKN. Kabupaten Demak Dalam pilperades penuh KKN. Datangkan KPK pak gub..;korupsi
Sugeng ndalu pak ganjar. Saya seorang pedagang dr psr Boyolali kota. Saya ingin mengeluhkan ttg pencurian yg sangat sering terjadi di psr Boyolali kota. Sudah sangat sering terjadi, bahkan belasan kali, mulai dr pakaian, sembako dll. Padahal kewajiban sudah kami penuhi, uang keamanan tertib kami bayar, retribusi juga kami bayar. Situasi ekonomi semakin sulit malah kami kematangan terus. Nyuwun tulung ditindaklanjuti pak.;pencurian
Pagi pak..sy wrg plamongan..tolong pak setiap hari berangkat pulang kerja saya lewat rel ganepo setelah meranggen...jalanya rel rusak jd banyak motor jatuh..suwun;infrastruktur
Assalamualaikum pak Ganjar Pilkada lagi, 5th lalu sy berharap dg bkp sbg Gubenur setidaknya ada yg memperjuangkan nasib tenaga honorer yg telah bertahun2 atau bahkan lbh dr 10th mengabdi dg penuh dedikasi akan mendapatkan perbaikan sbg pengakuan akan totalitasnya akan pekerjaan yg menjadi tanggung jwb nya . Namun teryata asa itu msh tetap berupa asa .. pdhl terkadang mrk yg hy memiliki surat kontrak sbg honorer lbh sibuk lbh berdedikasi drpd sekedar mrk yg mengantongi SK. Kini masa itu datang lagi seribu ty ada dlm benak diri seorang istri bersuami tenaga lepas honorer jika si Ganjar Pranowo ada di kursi itu lagi akankan suami kami hrs tetap sabar kembali dlm asa yg entah kapan bisa terealisasi memiliki pendapatan yg tdk terlalu timpang dg mrk yg mengantongi SK krn kami dlm pekerjaan suami kami pun tdk berbeda ... Sabar...itu kaya Kulon Progo ana Wates e...smoga jika Bapak terpilih nanti nasib kami jangan hy disimpan dlm hati krn kami bth seseorang yg brani utk memulai teriak ... Honorer lepas juga manusia . SuwunMasa lalu , kemarin , saat ini entah sp kpn suami kami yg seorang tenaga lepas Non PNS masih dan masih hy di hargai lwt sebatas umur yg ada disinggah sana yg ktnya wakil dr kawula alit msh blm ada terbuka nuraninya dg menilai tng Non PNS dg kesetiaan pengabdian nya tnp hrs melihat batasan umur ... Jika hy umur yg jd pertimbangan dlm pengangkatan utk bisa mengantongi SK lalu bgmn puluhan th nasib tng Non PNS yg penuh dedikasi tetap setia akankan sp akhir usia mrk tdk pernah memiliki hak utk bisa punya SK py NIP ...Entah... Salahkah jika ada rasa tdk adil di benak ini...saat tng non pns bekerja dgn sungguh2 namun imbalan yg diterima nya jaauuuh dr mrk yg hy sekedar hadir absen.. namun mendapatkan pendapatan yg heeuumm .... Tenaga non PNS kapan tenagamu dihargai kapan sekelompok manusia ini dimanusiakan... In Sya Allah.;pendidikan
Selamat siang pak gubernur yang saya banggakan , mohon di usut permainan uang yg di lakukan oleh kadus terpilih disaat tes CAT . perangkat desa . dusun glandang desa kedungsuren .kecamatan kaliwungu selatan kabupaten kendal .hal ini di ketahui oleh tokoh2 masyarakat ,dan warga setempat . makasih;korupsi
Hp saya baru kmaren itu yg mengakses sim dari konter dpan kph randublatung blora. Smalm pulsa kulo 175 ribu kok habis. Tadi saya bnai sendiri...soale kulo namung penjual pisang.sayuran.empon2. Padahal saya hanya sms jnengan beberapa kali saja ya pak....;INVALID
Assalamuallaikum sebelumnya sy minta maf ak kodir haryanto dri desa cilangkap kac gumelar kb banyumas tolong di tindak oknum di kec gumelar kemarin anak saya bikin ktp di kenakan biyaya 150ribu itu bukan 1atau 2orng termks tolong di perhatikan orang susah jangan di bikin susah;pungli
Maaf pak. Mau lapor. Kepala desa kertomulyo margoyoso pati. . Merekayasa perekrutan perangkat desa. Mulai panitian dan prosesnya itu. Rekayasa. Kepala desa sudah menjual 7 jabatan perangkat desa itu pada orang tertentu.;korupsi
Selamat siang pak, mohon bantuan informasinya, saya mau beli spd motor merk yamaha rx king tahun 2002 dng no plat AA 4020 T, sbl ditawar, saya coba cek ke cek ranmor jawa tengah namun hasil tidak muncul, apakah kendaraan tersebut statusnya sah untuk diperjualbelikan, terima kasih atas bantuannnya.;lainnya
lopor Pak Gup nyuwun perso niki kulo tiang alit....untuk syarat biar di angakat jadi status honor atau di akui pekerja pemprov njeh Pak gub ganjar...selain sampun ngabdi selama 6 tahun mohon menjelasan ya og banyak anak baru yang masuk padahal tidak membuka lowongan abdi atau pramu kapan buruh lepas di akui...;administrasi, pemerintah
pak mohon ditindak tegas petugas parkir di jalan kampung kali semarang tepatnya diruko bank maybank karena meminta uang parkir 2000 untuk motor sedangkan perda aturannya hanya 1000 itu kan melanggar perda yang berlaku;pungli, ketertiban
pak saya maum lapor mengenai guru smkn2 semarang yang tidak mengajar malah ditinggal ke kantin padahal saat ada jam ngajar. saya minta untuk menindak tegas guru yang tidak niat kerja dan kalau bisa dikeluarkan saja biar guru yang lain tidak ikut ikutan pergi di kantin saat ada jam ngajar;pendidikan
pak Gubernur YTH saya Purwadi Batang. pak sya tukar tambah tanah yg nilainya Rp 40 jt lbh. tak mutasi kok dimintai 1 jt. apa itu pungli ? pa itu prsedur trims.;pungli
Ass.wr.wb,, sy pny keluhan/ uneg pak gub,,,anak sy krj di rsu ketileng br 1 bln,/ perikrutan terbaru, sbg perawat D3, gaji cm 1.520 000, kok ndk sesuai dg UMK ya pak,, Kok ya lbh dihargai lulusan SMA buruh pabrik ya pak, Itu aja JM ndk dpt, nggu 3 bln, Pdhal krj nya ampun dech pak,,, ndk ada istirahat blast,, Ya waslap,nyebokin pasien dll Kalo smpe rmh anak sy sll blg capek minta di pijitin dll Yg sy tanyakan apakah betul stdar gaji rsu kota spt itu,,? Sragam aja beli sndiri, 1 jt blm ongkos jahit, dan bln ini wajib pake sragam Tolong donk pak Gub,,,smoga mjd perhatian, dan segera di tindaklanjuti,kami org kecil,mau ngeluh sm siapa lg, Kelrg kami adl pendukung setia Bpk ganjar,, smoga Bpk bs terpilih kembali sbg org no 1 di prop jateng Semogah amanah,barokah dan sll membantu rakya;kesehatan
Siang, dengan Satpol PP Semarang? Sy Aji dr Tlogosari. Mau tanya kalau mau daftar tempat kuliner di area kuliner Gereja Blenduk Contact Personnya dgn siapa ya ?;lainnya
Pak ganjar . Tolong galian c didesa wonosari pegandon ditutup. Soalnya dekat dengan pemukiman dan sangat beresiko bg kelangsungan alam dan lingkungan. Dan ada oknum yg membekingi aktifitas tsb. Efek nya bukan hanya ds wonosari pegandon saja. Tp daerah muara kalibodri spt ds pidodowetan dan korowelang kulon kena imbas nya krn debit air kalibodri meningkat sebab gundulnya alas wonosari dan skitar. Suwun.;lingkungan
Siang, dengan Satpol PP Semarang? Sy Aji dr Tlogosari. Mau tanya kalau mau daftar tempat kuliner di area kuliner Gereja Blenduk Contact Personnya dgn siapa ya ?;lainnya
Pak gub sy kerja di salah satu instansi provinsi sbg karyawan outsourcing kok gajinya di potong jd di bawah umr 1jt 500 itu knp lg an udh tanggal 6 blum;sosial
Biaya rubah 400 ribu,sertifikat 700 ribu,niki mpon proses sedoyo,wingi aku metuki kang hari,tak jaluk i tlg pasang patok tempate p mulyono,;INVALID
Lapor pak ganjar mhon beri payung hukum yg jelas untuk keberadaan sma filial negeri 1 gubug,dan jagan sampai keberadaanya di gabung/marger dg sma induk(sma n 1 gubug) dg alasan sma filial tsb bisa meningkatkan minat masy sekitar tuk menyekolahkan anaknya.krn lebih dekat ,murah,mudah dlm pengawasan.mhon utk diperhatikan pak,suwun;pendidikan
Saya selaku Camat Gumelar atas laporan Sdr. KODIR HARYANTO terkait oknum kecamatan gumelar yg diduga melakukan pungli pembuatan KTp, saya telah melaksanakan pengecekan baik perangkat desa maupun staf kecamatan,berdasarkan ket.mereka tdk ada yg melakukan pungutan. Dari hasil konfirmasi dg pelapor, ternyata pelapor hnya mengira2 ada oknum yg meminta uang sbesar 150rb kpd anaknya. Atas kejadian trsbut sy memerintahkan kdp pelapor utk mengklarifikasi dan mencabut laporan trsbut. Camat Gumelar Roni Hidayat,S.STP,M.Si;pungli
Pak gubernur saya warga dukuhbadag ketanggungan brebes jateng. di desa saya banyak lampu penerangan jalan umum yg pada mati. saya sudah laporkan ke dinas terkait. sudah satu tahun lebih tida ada tindakan. saya mohon biar lampu2 di jalan nyala lagi terutama di depan MTS ALKAUTSAR;infrastruktur
assalamualaikum pak gub,masalah pasar baru kudus bagian los ayam sudah di bagi kok ini disuruh pindah lagi ke pelataran bawah, dan pedagang di mintai uang iuran sebesar 2.500.000/orang untuk membangun los ayam,lah ini bagaimana pak gub tolong di tindak lanjuti;
assalamualaikum pak gubernur. mau nanya ini ada tetangga yang sekarang kuliyah di unnes dan sekarang bisa tdk bisa melanjutkan dikarnkn faktor ekonomi....padhal anak y sangat berpotensi sekali dr SD sampai SMA selalu rangking satu mgkin adakah dana dari pemerintah untuk membantu anak-anak yg tergolong seperti itu...maturnuwun mohon info ya;
Aslkm..tol0ng masalah ktp pembuatanya di permudah atau rakyak kasih penyuluhan..soale di kecamatan saya masih susah, ada kameranya rusak, ada blangkonya habis, pokoknya serba ini itu.. Padahal ini udah mendekati pilgub pak.. JATENG BERGAYA GANJAR YASIN N0:1;
Aslkm.....pak rumah nenek sy hancur terkena banjir di desa kalibuntu bojong kec.losari kab.brebes..tlng di tengok agar cepat urus pak..??;
Asalamauaikum pak ganjar. Semoga bapak senantias sehat slalu. Saya Nur Sidik pedagang kecil dari sidareja-cilacap memohon bantuan modal 15jt rp.;
Dimana alamat pemilik plat nomor ini AD2686ZU?;
Ass Selamat Siang Sebelum Nya Saya Mohon Mf Saya Cuma Mau Menginfomasikan Tentang Progam Kartu Tani Yang Mana Hal Tersebut Bukanya Mepermudah Petani Membeli Pupuk Tapi Malah Mepersulit Petani Ini Keluhan Kami (marsudi Rt 01 Rw 03 Tukinggedong Kc Puring Kab Kebumen ) Petani;
lapor pak. saya berencana menikah bulan mei. saat saya mengurus surat2 utk menikah di kelurahan plumbon kec. suruh kab. semarang saya ditolak dengan alasan surat2 tersebut hanya berlaku 3 bulan. hari ini saya ingin mengurus lagi. sekitar pukul 8.30 saya ke kelurahan ternyata petugas yg mengurus blm datang dan petugas lain tdk tahu alasan mengapa yang bersangkutan belum datang. saat saya tanya proses pengurusan berapa lama salah seorang petugas berkata mungkin 1,5 bulan.;
Permisi pak, maaf mengganggu saya siswa SMAN 1 Cawas ingin melaporkan suatu masalah, apakah benar jika siswa masih di tarik biaya untuk foto ijazah sebes;
Pak ganjar tolong karyawan HOTEL PURI INDRAKILA Ungaran sampai sekarang msh di gaji dng UMK tahun 2013 yakni sebesar Rp 1.051.000 serta uang makan sebesar Rp 1.500/hari. Mohon bantuannya agar pak ganjar bertindak shg karyawan bisa menerima haknya sesuai ketentuan yg berlaku.;
Assalamualaikum bpk gubernur kami yg terhormat,kenapa ya pak prona dtempat kami desa jembul wunut,kec.gunungwungkal,kab.pati dipungut biaya smpe 700rb,bukankah prona itu gratis??Apakh memang benar biayanya segitu atau itu pungli?mhon ditindak lanjuti,kami hanya rakyat kecil,krj kami srabutan gaji kami tidak seberapa,kami bela2in nabung berbulan2 demi memiliki sertifikat,mhon ktegasan bapak agar oknum2 jail tidak semakin menindas kami rakyat kecil;
Assalamualaiku... Selamat sore pakperkenalkan saya Risty dari daerah Muntilan Magelang. Maaf sebelumnya saya mau menanyakan masalah E-KTP. Saya buat E-KTP dari tahun 2015,tp sampai sekarang BELUM JADI juga. saya harus bagaimana ya pak?;
pak gubernur yg terhormat saya mau bertanya kenapa E-KTP saya belum jadi juga sampai sekarang?padahal sudah 2thun lebih saya buatnya?;
Yth pak gandjar, sejak februari 2017 sy mengajukan e-ktp domisili pemalang, tp hingga saat ini mart 2018 belum juga selesai e-ktp sy tsb, setiap sy klaim ke kecamatan / disdukcapil jawabannya selalu belum selesai dr semarangnya... mohon bantuannya. Trimakasih.;
Selamat pagi pak. Apa benar ada program bantuan kloset di kab. Semarang? Jadi setiap warga yang ingin menikah harus membayar 180rb ke kelurahan untuk bantuan kloset? Karena saya diminta uang 180rb di kel. Plumbon, Kec. Suruh, Kab. Smg. Terima kasih;
Tolong pegawai BUMD khususnya PD BKK gunung Pati ditertibkan,pegawai sering tidak ditempat alias pulang;
Ijin melaporkan Gubernur, saya Antonius marijanto, asal dari kota Magelang, Ada apa dengan birokrasi di BP2MK Magelang, saya mau ngurus pindah isteri (guru SMA) dari Wonosobo ke Kab. Magelang, semua persyaratan sudah lengkap, tetapi masih belum bisa mendapatkan surat pengantar ke BKS Semarang, padahal semua kekurangan berkas sudah saya penuhi, kata oknum yang menanggani berkas itu harus tanda tangan kepala BP2MK, setelah ketemu Kepala BP2MK katanya tanda tangan oknum tadi, saya sudah mengajukan berkas sejak kbulan november 2017, masak cuma buat 1 berkas surat pengantar saja sampai berbulan, bulan, katanya mau di pelajari dulu, yang namanya mempelajari itu ya cukup satu dua hari, ini kok sampai berbulan-bulan, apakah memang demikian birokrasinya, mohon petunjuk, saya ini hanya pegawai biasa yang nggak punya taring atau wewenang khusus Gubernur, tolong bantu Rakyat Kecil ini, terima kasih;
Assalamualaikum pak Ganjar pranowo, saya Heri dari karanggede Boyolali, saya punya masalah, pada Waktu mau minta surat rujukan di puskesmas karanggede di persulit padahal saya punya KIS, terima kasih;
Smk Cimanggu Cilacap Jateng Yg Punya Kip Mengambil Ijasah Harus Bayar 3 Juta Kata Kepala Sekolah Dan Belum Di Ambil Sampai Sekarang Dari Mana Uang Tersebut Siswa Benama Dirman Lulusan 2016;
Maaf saya ulang karena kepencet : pemangku jabatan maksimal 4 th, tapi di Rsj AZ seorang kepala bidang perawatan menjabat lebih dari 10 th, mohon penjelasan dn koreksinya ???;
Pak Ganjar, tolong tindak tegas Dirut PDAM Kab.Pekalongan. Dia sedang tersandung masalah hukum (dugaan korupsi) dan sedang dalam proses penyidikan polisi. Namun karyawan yang tidak pro terhadapnya mendapatkan intimidasi dan diskriminasi akan dipecat, sudah ada teman kami yang diskors karena alasan sepele dan terkesan dicari2 kesalahannya. Kami mohon perlindungan Bapak, Saat ini Bupati kami sudah mengetahui hal tersebut namun tidak bisa memberi jaminan perlindungan padahal Bupati bisa dikatakan sebagai pemilik PDAM, pernah suatu hari teman kami yang diskors menghadap ke Bupati, lalu Bupati membuat disposisi pambatalan skorsing namun tidak diindahkan oleh Direktur PDAM, yang membuat saya heran mengapa Bupati diam saja ketika disposisinya tidak diindahkan dan tidak merasa disepelekan?. Tolong kami Pak, sambangi kami agar kami bisa menjelaskan bagaimana keadaan PDAM kami, kami mohon.. Kami sekarang benar benar ketakutan karena Direktur kami merasa sebagai pemilik PDAM dan berkuasa penuh, kami tidak punya payung. Karena kalau Direktur ingin memecat salah satu dari kami, bernafas pun bisa dijadikan alasan. Mungkin dengan melapor ke Bapak Gubernur kami bisa mndapat jawaban. Terima kasih;
selamat sore pak Ganjar, kapan pasar darurat pasar Banjarsari dibangun (kebakaran tgl 24 feb 18) saya mencari nafkah disitu pak.. tolong pak untuk dipercepat....;
sy mau tanya...untuk pajak kendaraan puny saya kok kmrn da tertagih biaya balik nama ya(sy cek online)pdhl 2 taun yg lalu sdh sy balik nama.plat sy AA1437SB;
mlm pak gubernur,perkenalkan nama saya misri ber alamat kec:pringapus.yang saya mau tanyakan pak,tempat saya ada program pembuatan sertifikat katanya masal itu yang sebenarnya gimana ya pak?mohon jawabanya trimakasih;
Yth : Ganjar Pranowo Dengan ini saya ingin menyampaikan keluhan yang berhubungan dengan bank jateng yang mitra 25 nama saya leli sunarko saya tinggal di kampung laut cilacap tepatnya desa ujunggagak kecamatan kampung laut. Sebenarnya kejadian ini sudah lama tepatnya 2bulan yang lalu pada waktu itu saya mencoba untuk mengajukan pinjaman ke bank jateng cabang cilacap berkas saya sudah lengkap sesuai dengan persyaratan yang tertulis dari pihak bank jateng tersebut. Kronologis kejadian : Waktu itu pagi jam 9 saya sampe ke bank jateng saya langsung mengajukan berkas pada pegawainya dan saya di tanya ini dari mana? Saya jawab dari kampung laut. Biasanya kampung laut harus lewat mas Yohanes Doni. Tanya pegawainya lagi ke saya. Eamangnya tidak bisa ya bu kalo mau mengajukan berkas sendiri ke bank jateng. Jawab saya ke pegawai bank jateng. Ia biasanya kalo untuk wilayah kampung laut harus lewat Mas Yohanes Doni. Lalu gimana ini bu tanya saya ke pihak bank, ya sudah tidak papa pak berkas kami terima mudah mudahan bisa di acc. Sesudah itu tepatnya 3minggu saya menghubungi pihak bank jateng tentang berkas yang saya ajukan karna pikir saya sudah 3minggu masa tidak ada kabar atau pihak bank yang me nyurvei rumah saya. Setelah saya menghubungi mas ilham kata beliau harus menunggu dari pihak kantor. Ya sudah saya nunggu lagi waktu itu tepat satu bulan saya dapat telfon dari pihak bank jateng katanya berkasnya tidak bisa kami terima karna untuk kecamatan kampung laut itu harus lewat Mas Yohanes Doni jadi gimana pak berkasnya mau di ambil atau kami kirim ke alamat pak leli. Ok pak dikirim saja pak ngga papa. Kalo boleh tau kenapa yah kok kalo wilayah kampung laut harus lewat Mas yohanes? Tanya saya ke pegawai bank jateng via telfon. Pegaiawai bank jtng. Ia mas leli kalo untuk wilayah kampung laut harus lewat mas yohanes karna dia anggotanya pak ganjar. Yang mau saya tanyakan apakah mas yohanes doni benar anggotanya pak ganjar. Karna selain itu saya dengar beliau sering bercerita ngaku bahwa beliau adalah resus untuk kec kampung laut. Lalu bagaimana agar saya bisa mengajukan berkas pinjaman saya untuk usaha saya. Karna saya sudah menghubungi mas yohanes tp susah.;
Assalamualaikum warahmatullahi wb,pak gubernur, saya atas nama warga masyarakat perbatasan kabupaten Wonogiri dan kabupaten gunung kidul mengajukan permohonan pelebaran jalan dan pengaspalan perbatasan provinsi Jawa tengah dan daerah istimewa Yogyakarta surat sdh saya kirim ke bapak gubernur atas bantuan saya ucapkan terimakasih.;
Kagem Bpk. Ganjar Pranowo, gubernur Jawa Tengah.Sy mau tanya perihal Finger Print yg sdh diberlakukan 2 bulan di SMA/SMK negeri se Jawa Tengah. Kalo yg jarak dr rumah ke tempat tugas 80 km, harusnya disediakan asrama utk guru2 yg jaraknya sangat jauh antara tpt tugas dgn rumah. sdgkan sy sdh mengajukan mutasi tidak bisa. Tolong kalo memang mau menerapkan sistem infrastrukturnya dilengkapi dulu. Sekolah kami dipuncak gunung, masuk harus jam:06.58.kalo tepat jam 07.00 sdh dianggap terlambat. Untuk sholat shubuh jam 04.30.selesai jam. 04.40.brngkat ketmpat tugas jam. 05.10.perjalanan 1jam50 menit. sp di tujuan 07.00. pagi. itu sdh dianggap terlambat. gomana solusinya....?;
asslm..mhn ptunjuk.. istri sya ktp desa sebelah.. tinggal di desa sya..minta domisili/izin tinggal smentara ke rt tmpt saya tinggal untuk prsyaratan usaha. di izinkan apa tidak pak gub..trimakasih.;
Pak saya mau lapor,mengenai hal pajak KBM, SAMSAT KARANG ANYAR, di STNK. Tertulis 1.332.250 tetapi kenapa saya di tarik biaya 1.492.000 untuk biaya apakah sisa tersebut? Belum lagi ada penarikan pergantian BPKB di satlantas sebesar 350rb.mohon pencerahan dan konfirmasi Bapak,saya dulu pilih njenengan lho Pak,dan saya doakan nanti menang Lagi.;
Selamat siang mohon maaf, mau nanya, kenapa terjadi permasalahan gagal daftar dalam sakpole? Apakah ada masalah dengan nik? Terima kasih;
Pak kulo bade lapor.di desa kangkung RT 02 RW 04 MRANGGEN .DEMAK. ada BERAS RASKIN kok tidak di bagikan.padahal rt lain di bagikan.malah di timbun ?????;
Mau tanya pak, saya tinggal di bogor, tiap tahun klau bayar motor hrs ke pati, gimana caranya agar saya bisa bayar pajak motor, tapi tdk pulang ke pati. Nomor motor saya K 6609 DS. Terima kasih.;
Klo untuk pengecekan pajak taun ini brarti langsung samsat ya?;
Assalamualaikum. Bpk ganjaryg saya hormati. Sebelumny saya mnt mf krn sdh menggnggu istrht anda. Saya seorg ibu rmh tngga dgn 1 org ank. Suami saya dah 4 th pergi enth kmn g ad kbr beritny tnpa mengirim uang sepeserpun kpd saya dan ank saya. Smntra saya mo krj, g dpt2. Saya pgn menggugat suami saya tp saya g pny biaya. Pdhl saya pgn memperjls stts saya , g spt skrg, istri bkn, jnda jg bkn,. Saya mhn anda mau membntu saya pak. Trm ksh;
Assalamualaikum..Pengaduan ini berdasarkan Aduan secara kolektif dan bersama-sama tentang keberadaan TOKO MODERN INDOMARET SUGIHWARAS RAYA (Kingdom) di Jalan Brigjend Katamso Depan Perumahan Sugihwaras (persis Depan KODIM 0711), Kec.Pemalang Kab.Pemalang Jawa Tengah yang diduga meresahkan masyarakat warga Sugihwaras setempat oleh Warga Perumahan Sugihwaras Kelurahan Sugihwaras Kec.Pemalang Kab.Pemalang Jawa Tengah kepada kami Lembaga LSM dan Media Buser Indonesia, hal-hal pengaduan-pengaduan nya adalah sebagai berikut : 1. Keberadaan Toko Modern Indomaret di pinggir akses Jalan Pantura (Jalan Negara) tersebut khususnya pada lahan parkir yang tersedia oleh Indomaret tersebut sempit sehingga ketika digunakan untuk parkir mengggangu akses jalan umum untuk menyebrang dari Perumahan ke Jalan Pantura perumahan Sugihwaras yang padat penduduk sekitar 3 RW. 2. Kondisi Fisik Bibir jalan Pantura yang lebih tinggi (1/2 meter) dibandingkan jalan akses masuk perumahan menyebabkan kesusahan/kesulitan dalam menyebrang jalan dari arah Perumahan keluar, Apalagi ditambah tertutupnya arus jalan pantura dari arah timur ke barat. 3. Telah terjadi beberapa kali kecelakaan diakibatkan oleh arus ramai jalan pantura (jalan negara) karena penyebarang jalan tidak dapat melihat akses ramainya arus kendaraan pantura karena tertutup oleh kendaraan yang parkir didepan Indomaret Sugihwaras tersebut. 4. Tidak tersedianya tukang parkir untuk mengatur parkiran dilahan parkir Indomaret yang membahayakan dan menyebabkan terjadinya banyak kecelakaan-kecelakaan sebelumnya. 5. Diduga Indomaret Sugihwaras tersebut melanggar dan atau bahkan tidak memiliki persyaratan AMDALALIN yang seharusnya dimiliki oleh pihak Pengusaha/pemilik Toko Indomaret tersebut. Upaya yang telah dan sedang kami lakukan adalah sebagai berikut : 1. Surat Permohonan Klarifikasi (No : 005/LSM-MEDIA/DPC-YBI.BUSER INDONESIA-KAB.PEMALANG/III/2018) tertanggal 06 Maret 2018) kepada Kepala DPM-PTSP Kabupaten Pemalang, namun belum ada respon dan tanggapan. sehingga kami menduga dan menganggap pihak dinas terkait TIDAK RESPON dan TANGGAP terhadap pengaduan masyarakat, karena diduga ada Unsur Pembiaran. 2. Kami telah menegur berulang kali kepada Pihak Indomaret Sugihwaras tersebut untuk menyediakan tukang jasa parkir agar sedikit membantu penyebrangan warga yang ada diperumahan ketika mau mnyebrang jalan karena tertutup parkiran Indomaret dan satu jasa parkir lagi untuk mengatur parkiran dilahan parkir Indomaret tersebut. Namun sama sekali tidak diindahkan, tidak ditanggapi dan tidak direspon oleh pihak Indomaret Sugihwaras tersebut. Dengan kondisi tersebut diatas kami mendesak agar Pemerintah Provinsi Jawa Tengah melalui DPM PTSP Provinsi Jateng tanggap dan respon serta menyelsaikan permasalahan ini. Secara Normatif teguran dan surat resmi telah kami lakukan, dan apabila dalam waktu dekat yang bersangkutan tidak mengindahkan, tidak memberi jawaban dan tidak memberikan solusi penyelesaian permasalahan ini, akan kami bawa permasalahan ini ke jalur hukum sesuai ketentuan dan Perundang-undangan yang berlaku.Hormat Kami, 1. Lembaga LSM dan Media Buser Indonesia, Ketua Buser Indonesia DPC PEMALANG : Engkah Tatas Suranggajiwa, S. Sos 2. Seluruh Unsur Masyarakat Kelurahan Sugihwaras, Kec.Pemalang Kab. Pemalang Jawa Tengah;
pak pupuk di wilayah kec Karangawen kab Demak sulit didapat mohon tolong dicek segera. Maaf data lebih valid tanya langsung ke petani setempat.;
Saya sedang melakukan pengurusan surat rumah ( tepatnya Jagalan Timur 245 Semarang ). Namun saya masih membutuhkan tanda tangan dari Keluharan.Saat suami saya pergi ke kelurahan jagalan (lurah jagalan : Ibu Puspita Rini) karena ingin meminta tanda tangan dari beliau,dan setelah melihat KTP suami saya, tiba-tiba beliau mengatakan “lohh sampeyan iku turunan chino ? Kula mboten saget mbantoni sampeyan soale sampeyan ono turunan chino, saumpama sampeyan pribumi ya tak bantu”. Dan alhasil saya dan suami tidak bisa mendapatkan tanda tangan dr Lurah untuk mengurus surat rumah kami. Tolong bapak Ganjar ini ditindak lanjuti karena kami masih merasa di diskriminasikan. Terimakasih;
Assalamualaikum pak ganjar...saya ada keluhan tentang msalah E-ktp. Kok ktp saya udah 2 thn blum jadi juga ya. Pdahal skarang klo mau nguru2 apa harus pake E-ktp tp mlah di persulit. Mohon tindakanya pak?;
Siang... Saya Agus dari Temanggung... Maaf pak... Saya mau buat sim A,, Di peraturan undang-undang nya,, ujian teori nilai minim 70, tapi kok di sistem nilainya minim 90 ya pak? Yang buat software apa tidak baca peraturannya dulu? Nuwun...;
Pak Ganjar.. ini dari RS Palangbiru Gombong.. tolong kami pak, kami sdh berusaha mengurus semua perijinan untuk operasional RS kami yg baru.. namun apa daya kami dipersulit oleh dinas kesehatan, pdhl semua upaya perijinan kami sdh ikuti dan kami tempuh. Tolong kami Pak;
Selamat sore ...bapak saya td ke KUD pakai kartu TANI hendak beli pupuk UREA tp d KUD tidak ada....bila pun ada d toko pupuk harganya 6 ribu. Bagaimana ini untuk solusinya...( petani dari karangpandan,karanganyar,surakarta). Terimakasih;
