text,perselisihan,infrastruktur,pemerintah,kesehatan,teknologi,administrasi,fasilitas,lingkungan,ketertiban,listrik,bahaya,lainnya,pungli,ilegal,lalulintas,bencana,air,pendidikan,kebersihan,sosial,wisata,sara,pencurian,korupsi,bbm,keuangan
yang terhormat bpkganjar saya mau mengeluhkan pelayanan ktp di kecamatan suradadi kabupaten tegal saya mau buat ktp setelah saya sampai di kecamatan saya menemui perangkat kecamatan yang lagi ngobrol didepan ruangan saya disuruh nunggu katanya tunggu ya saya akhirnya nunggu kebetulan saya datang ke kecamatan sama ibu saya ibu saya nunggu didepan kecamatan tidak ikut saya ke dalam kecamatan lalu ibu saya datang ke pada saya bilang gimana masih lama nah setelah ibu saya datang petugas kecamatan langsung menyuruh saya masuk ke ruangan untuk pemrosesan pembuatan ktp ini sangat disayangkan apa iya setiap ada anak yang baru mau membuat ktp dan datang sendiri ke kecamatan harus diperlakukan seperti itu berapa banyak orang yang harus membuang waktunya demi untuk membuat ktp padahal posisi kecamatan tidak menganteri untuk pembuatan ktpnya kira kira demikianlah keluhan saya yang dapat saya sampaikan semoga ini akan dapat meningkatkan pelayanan dalam membuat ktp kurang lebihnya mohon maaf terima kasih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maaf pak gubernur mau tanya pakkalau pajek motor ganti nopol diwakili teman saya nopo enten biaya adm ten bagian cek fisik disamsat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asalamualaikum pak gubernur maaf bila mengganggu waktu bpk  saya ingin meminta bantuan  saya mempunyai anak 1 dlu berusia 2 bln dy mengalami pendarahan di otak kini skarang umur 11 bln mengalami komplikasa  kta prof bagio dri rsud moewardi di slo anak saya mengalami atresia bilier dan udh 3 hri ini dy bab darah  kta prof krusakan dlm orga tbuh sudah prh jln yg terbaik hrs mengganti dgn liver yg bru  pak gubernur yth  kiranya bpk mau membantu rakya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saya rofianto nugroho berdomisili di solo jateng belakangan ini saya bermasalah dgn anak preman di solo kasus pertama adalah penganiayaan sudah sya visum dan sya laporkan ke kantor polisi mangkunegaran dan tidak ada tindak lanjutnya kasus kedua adalah pencurian hp sudah saya laporkan ke polres manahan tidak ada tindak lanjutnya mohon bantuannya dri bapak ganjar jangan biarkan preman berkuasa di solo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
selamat sore pakmohon maaf pak bsk kl ke magelang tlng mampir ke kaliurang selatansrumbung magelang paksambil nengok pembangunan desa wisata yg akan di kembangkan oleh warga maka dari itu minta dukungan bpk supaya bisa cepat terealisasi supaya nanti bisa berdampak positif ke masyarakat khususnya utk perekonomiansaya berharap bpk ganjar bisa dtng di dusun kamiterima kasih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
assalamualaikum pak atas saran bapak saya sdh mengajukan mitra jateng ke bank jateng cabang purworejo sdh 2 minggu tapi belum ada jawaban bisa atau tidaknya paling lama berapa hari ya pak bisa terealisasi pencairan mitra jateng harry purworejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yth bpk gub jateng bpk ganjar saya warga demak mau minta tolong tolong di usut tuntas kasus bupati demak beserta komplotannya trmasuk paguyuban kades di demak terkait permainan pilprades yg cacat hukum atas perhatiannya saya ucapkan banyak terimakasih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pak gubernur saya sedikit menyampaikan aspirasi proses pengurusan ijin ask angkutan sewa khusus di dishub provinsi msh lama prosesnya pak mohon dibantu untuk pihak2 terkait supaya bisa mempercepat karena kami driver yg setuju menaati aturan pemerintah sudah berniat baik supaya pekerjaan kita berjalan dengan lancar dengan aturan aturan yg ditetapkan mohon di breakdown lagi jajaran yg terkait pak supaya prosesnya cepat dan dipermudah kami berharap kami segera bisa bekerja lagi dengan tenang dan tak waswas menunggu izin yg sedang kami urus selalu dalam proses trimakasih,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugeng enjang pakganjarmohon bantuanya paksaya mengurus surat2 ktpdan surat batal pindah tetapi sudah hampir 3 tahun pak tidak kunjung selesai pakapakah dikarenakan saya tidak beri imbalan paksaya benar2 bingung paksaya warga negaratetai srperti org terbuangktp pun tidak bisa di urusdan saya mengadu ke kantor capil pun sia2 juga paklgkah ap yg harus saya tempuhsudah benar2 bingung saya pakmohon bantuanya paktrimakasih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selamat pagi pak ganjar mohon bantuanya adikk saya mengalami penyakit multiple cloroses sudah 10 th suaminya pegawai negri biaya untuk berobat mahal dulu sebelum ada bpjs kita jual tanah untuk biaya berobat namun sekarang adabpjs kami sangat terbantu namun kondisi adik kami semakin memburuk tidak bisa berjalan  untuk mandi dan buang air kecil dan bab harus dipapah anaknya masih kecil umurnya baru 14 bulan hasil analisa dokter untuk menjaga kondisi diperlukan obat betaferon yang harganya 20 jt dalam satu bulan obat tersebut tidak dicover bpjs besar harapan kami untuk dibantu agar obat tersebut bisa dimasukkan ke bpjs karena sawah dan tanah kami sudah habis terjual untuk pengobatan karena dulu belum ada bpjs terima kasih atas pemerintahan sekarang yang telah membantu kami rakyat kecil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yth pemerintah provinsi jawa tengah mohon diperbaiki jalan yang rusak di sepanjang jalan majapahit semarang atau sesudah swalayan ada majapahit mohon ditindaklanjuti terima kasih,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yth pemerintah provinsi jawa tengah saya mohon agar pemerintah memperhatikan kondisi jalan di daerah batiombo  tulis batang dan juga jalan dari tulis  bandar yang mana kondisinya sudah sangat parah dan rusak sehingga sangat menggangu aktivitas dan membahayakan pengguna jalan sudah  3 tahun tidak ada perbaikan sama sekali mohon untuk ditindaklanjuti dan segera dilakukan perbaikan mohon ditindaklanjuti terima kasih,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yth pemerintah provinsi jawa tengah jembatan sunut penghubung kab semarang dan demak ambrol pada hari kamis tanggal 22 februari 2018 mohon ditindaklanjuti mohon ditindaklanjuti terima kasih,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pak  saya ikut buat sertifikat program prona ko udah 3 taun tidak di proses ya saya bolak balik tanya ke pihak desa cuma d janjiin terus ini itu dan saya males jika harus d bikin ribut,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penerimaan dana beasiswa di sman 2 semarang dipersulit waktu yang diberikan sangat singkat pelayanan hanya dilakukan pada jam 13001500 banyak mahasiswa dari luar kota rela tidak ikut kelasuts hanya untuk antre beasiswa itupun belum tentu dapat mohon pak gubernur ini ditindaklanjuti terima kasih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
saya mau laporan untuk gttguru tidak tetap di wilayah purworejo untuk mendapatkan sk bupati kok susah amat ya padahal kabupaten yang lain sudah mengeluarkan sk bupati barubaru ini ada info untuk semua gtt harus membuat lamaran pekerjaan tg d ttd kepsek masing2 dan d krm ke dikpora trimakasih sebelumnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
talut saluran air dr perumahan beringin lestari yg berada dibelakang rumah saya jebol tgl 9februari dan mengakibatkan banjir dan kemarin tgl 25 maret jebol lagi dititik sebelah nya dan mengakibatkan banjir yg lebih parah mohon bantuannya untuk perbaikan krn kalau hujan deras takut banjir lagi selama ini blm ada tanda tanda akan diperbaiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kepada yth kepala bkd prov jateng menurut saya finger print yg diterapkan untuk semua pns yg paling diuntungkan adalah pns yg rumahnya dekat dengan lokasi kerja bagaimana kalo seorang pns yg lokasi kerjanya berjarak 70 km dan itu membutuhkan waktu perjalanan 15 jam berangkat dr rumah pukul 0530 sp ditempat kerja pukul 0700 itu kalo dijalan tdk ada hambatan menggunakan kendaraan roda dua bisa terjadi ban bocor atau kecelakaan kalo hitungan sistem tdk dilihat dari jarak rumah ke tempat kerja itu yg diuntungkan yg rumahnya dekat dgn tempat kerja imbasnya banyak pns mengajukan mutasi kerja sekarang lokasi kerja sy di puncak gunung apakah tdk mikir susahnya setengah mati minta mutasi tidak boleh lokasi kerja saya di smk negeri 1 bumijawa kab tegal dekat lereng gunung slamet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
program keluarga harapan di desa silado kecamatan sumbangkabupaten banyumas tidak merata pakjustru yang dapat orang orang yang dalam kalangan berada dan punya relasi dengan perangkat desasedangkan keluarga saya yang terdiri dari 7 anggota keluarga 4 anak masih sekolah1 masih bayi2 orang tua yang bekerja sebagai pedagang tidak merasakan program keluarga harapankeluarga kami hanya menginginkan pemerataan program keluarga harapan tepat sasaranterimakasih pak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pak kepala bkd mohon perhatian  status pegawai esdm provinsi jateng untuk formasi inspektur tambang harus ditertibkan kenapa ada yang bisa naik pangkat padahal statusnya adalah pegawai kementrian esdm padahal ini terkait anggaran untuk pengadaan pegawai dan biaya diklat ispektur kalau ini disengaja bisa timbul masalah di kemudian hari anda bisa urusan derngan kpk karena ini penyalahgunaan wewenang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohon penjelasan terkait program bebas denda utk pajak balik nama kendaraan roda 4 bulan november 2017 kronologisnya saya mengirimkan berkas balik nama kendaraan roda 4 plat b pada bulan oktober 2017 untuk pajak yg berakhir februari 2018 namun berkas diterima kembali di samsat kab karanganyar bulan maret 2018 dan menurut informasi saya tetap akan dikenakan biaya balik nama dan denda keterlambatan yang saya tanyakan dimanakah berkas saya selama  5 bulan kenapa berkasnya baru selesai setelah jangka waktu bebas balik nama sudah berakhir lama padahal saya mengirimkannya sebelum pajak berakhir okt 2017 mohon transaparansinya bapak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pripun niki pak ganjar kulo mpun foto mpun lengkap syarate damel ektp kok mpun ajeng 2thn dereng dados paksak niki kulo ngangge ktp sementara alias secuil kertaskatah loh niki sing dereng dadoskulo ten kab cilacap pak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugeng ndalu pak saya mau tanya buat sertifikat lewat program prona sebenar nya biaya nya brapa suwun,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selamat malam saya menyampaikan kecewa hari ini surat permohonan untuk rumah non jabatan orang tua saya tidak di acc sm bapak gubernur papa saya bekerja selama 30tahun tidak pernah korupsi dan tidak pernah merugikan negara rumah yang kami tempati dirawat dan dibangun kami ajukan permohonan untuk pen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yth bapak gubernur jawa tengahmaaf bapak saya mau tanya apa bila suatu perusahaan memiliki anak cabang dengan alamat berbeda apa boleh memakai satu npwp sajaterima kasih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selamat malam saya menyampaikan kecewa hari ini surat permohonan untuk rumah non jabatan orang tua saya tidak di acc sm bapak gubernur papa saya bekerja selama 30tahun tidak pernah korupsi dan tidak pernah merugikan negara rumah yang kami tempati dirawat dan dibangun kami ajukan permohonan untuk pengalihan rumah negara tapi tidak disetujui sedangkan yang lain urus bisa disetujui berkas papa saya lengkap tapi tidak bisa dengan alasan rumah masih d,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assalamu alaikum ww nm saya mujaidi da karang pasar rt  rw 02 02 kec tego wanu kab grobogan porwodadi ja teng pak di desa kami mengadakan sertifikat masal yg jadi persoalan kami mengapa biayanya di tempat kami lebih mahal di banding desa tetangga mohon penjelasanya kurang lebihnya kami moho maaf wassalam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yth bapak gubernur di desa saya ds guyangan kec trangkil kab pati program sertifikat gratis pemerintah masih dipungut biaya sebesar rp700rb saya sebagai salah satu yg mengikuti program sertifikat itu merasa resah dan terberatkan oleh pemerintah desa saya ketika saya minta tanda bukti pembayaran kwitansi dr desa tidak berkenan memberikan mohon ditindak lanjuti keluhan ini terimakasih,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
memang kalau mau menjadi carik harus byar uang sogokan 70jt dulu biar jadi carik ngeh pak ganjar kok didaerah juwiring dan delanggu hrz nyogok biar jadi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugeng enjang pak ganjar memginformasikan jln raya randublatungcepu sudah rusak parahmirip kali asat pak monggo dipun persani matursuwun sukses dan selamat bekerja bapak,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slamat pagi bpakbapak saya mau melaporkan tentang penambangan ilegal di daerang limpung batangpenambanganya sudah memprihatinkanbendungan sungai bibit yg mengaliri semua kecamatan limpung di ambil batuyaklo tidak ada tindakan dari bapak gubernurbisa bisa bendunganya longsorkrena bwah jembatan di ambil batuya pake alat berattolong bapak di tindak penambanganyaterimakasih,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pak mau tanya saya mengajukan kisdan kip dah hampir setahun gak jadidan masalah pkh kenapa yg punya sawah rumah bgus jg dpt pkh pak ini gmana kok gak tepat sasarannyamohon penjelasannya soalnya bnyak yg komplai to pakmaaf pak sebelumnyakalau bpk gak percaya bpak bisa cek langsung di daerah gebangbonangdemak paksoalnya bkin warga lain iri pak masalah pkh inisdah dpat uang dapat beras lgtolong di pertimbangkan pak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
selamat pagi pak gubernur jateng saya budi mardiyanto ingin mendptkan jwbn di desa istri sy ada pemutihan sertifikat rumah 2 thn yg lalu yg ingn sy tanyakan apakah pemutihan sertifikat itu di tarif biaya 600 rb perrumah  kabupaten purbalingga kecamatan kertanegara kelurahanbalai desa darma mhn di tindak lanjuti oknum yg tdk bertanggung jwb itu mksh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sekali2 lihat daerah kami pak yang ada di pegunungan kendeng kami ingin sekali pak ganjar main ke wisata religi pura pedaleman giri kendeng desa klinting kec somagede pura satu2nya di kab banyumas ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
asalammualaikum bpak perkenalkan nma saya siswanto pekerjaan sopir truk pk kita sering muat pupuk urea bersubsidi dari pelabuan tanjung mas semarang saya minta kalau d jalan ada oprasi patuh jangan d beri sangsi tilang sekian dan trima kasih ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maaf pak saya minta tolg mau urus baliknama sertifikat rmh ats nama bpk yg sdh almarhumsdh buat ket ahli waristp msh suruh buat tolak waris dan harus ke notaris jadi nambah biaya penginnya urus sendiri mohon bantuan nya trimakasih pak ganjar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asslmualaikmwrwb pak gubernursemoga pak selalu sehatkami dari yatim mandiri cabang kudusingin menyampaikan ke bapak kalo kami sangat membutuhkan mobil sehatkarna ada program keliling untuk yatim trimakasih semoga bapak selalu dalam lindungan allah amiin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ihwal desa pucungroto keckaligesing kabpurworejo mau tanyajam kerja perangkat desa untuk provinsi jawa tengah itu hari apa saja dan jam berapa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohon perhatianya pak masalah beras raskin didesa jatirejo yg masih bayar dan berbedabedatiap rtnyajatirejo kec ampelgading kabpemalangterima kasih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pak gub tolong pak kapolres untuk menyuruh anggotanya menyabrangkan anak sekolah di desa bumirejo jln pantura padahal didepan polsek ada 4 polisi kebanyakan trimakasih,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asslmlkmselamat pagi paksalam suksesmohon penjelasan paksya ktua rt di salah satu desa keccimanggu kabcilacapamau tanyatentang rastraraskinapa jika pnerima rastra yg tidak tepat sasaran dan di alihkan ats dasar musyawarh sluruh warga dan di ktahui desayg pngalihan skarang apa tdk bsa mndapatkn rastra pakini sdh bulan kedua rastra tdk di bagikan pak kpda yg pengalihandr 14 wrga yg dpthnya 8 yg mnrima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pak mohon bantuan perbaikan lapangan sepak bola desa kami pak kondisi berlumpurberlubang dan permukaan tidak rata sudah lama gaj digunakan krn kondisi tersebut padahal anakanak pemuda sangat mbutuhkan untuk pembentukan karakter anakanak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assalamualaikum pak ganjarperkenalkan saya dr pipit pudjo spot dinas di rsud ambarawa ijin melaporkan banyak pasen saya yg mengurus jasa raharja dikenakan pungli oleh oknum2 polisi mohon tindak lanjutnya pak terima kasih,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
laporgubjatengprovgoid kami mengurus cabut berkas stnk mobil di samsat karanganyar ke samsat semarang harus menunggu 1 bulan lagi nti tgl28 april 2018petugas disana ngapain sd 1 bulan boss terima kasihkami warga semarang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nama saya gan kian ing saya mau laporan bahwa saat ini saya sedang menyertifikatkan rumah di baterman kecil 259 kelurahan kembangsari kecamatan semarang tengah prop jateng saat ini sudah dalam taraf gambar situasi di bpn tapi tidak bisa diteruskan krn harus minta pelepasan hak dari tuan tanahsertifikat tanah milik tuan tanah sdh habis tahun 1980 dan menjadi tanah negara mohon bantuan dan petunjuk bapak terima kasih,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saya warga sampangan semarang mempunyai rumah di jalan karang wulan semarang saya mau minta surat pengantar dari kelurahan buat mengajukan keringanan pbb tapi harus nunggu selama 5 hari yang janji membuatkan ibu yang duduknya didepan apakah itu memang prosedurnya buat surat pengantar menunggu 5 hari padahal progam bapak presiden kerja kerja dan kerja,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
met siang pak ganjar kami mengurus balik nama mobil plat karanganyar hari ini mutasi ke semarang banyumanikpelayanan samsat disana super lemoot kami 1 bulan lagi hrs kesana nti tgl28 april 2018petugasnya pada ngapainkok ga mudeng onlineapalagi ini mulai revolusi industri 40piye jaall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pak gubernur tolong bantuaanya segera dalam penanganan gogoronggorong pelebaranpendalaman sungai dan pompa air kesungai pasca banjir dan rob daerah pasir sarikramatsarijeruk saripanjangkandang panjang dan sekitarnya banyak yang rusak fasilitas lain yang rusak adalah gedung sekolah dasar menengah dan fasilitas pendukung mesin pada sekolah kejuruan yang tidak dapat beroperasi serta karatan parah,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assalammualaikum wrwb maaf saya mau tanyaini pungli apa bukan ya penerintah mengadakan program prona yg katanya hampir gratiskarena si pemohon cuma dikenakan biaya beli patok sama materaitp di desa saya rw07 desa ujunggede kecampelgading kabpemalang jawa tengahkok disuruh bayar sampai 400rb ya jd begini ceritanyadari pemerintah pemohon kn disuruh menyediakan patokmaterai saja setelah sampai di desaternyata kok di komersilkan bale desa mengadakan panitiapanitia terbentukwarga di kumpulkandan bicaralah panitia warga desa ini mendapat program prona dr pemerintah warga cukup membayar 300rbbidang tanah warga pun ahirnya meng iya kan panitiakrn gk di beri tau yg dari pemerintah itu bagaimana prosedurnya oke lah itu deal ke panitia 300rb tetapi dari pihak desapun masih meminta lgterutama kadus kadusnyabayan bayannya yg katanya buat makan minum rokok dll sebesar 50rb tidak sampai di situ sajasi bayankadus minta tambahan lg sebesar 50rb lg kalo pas orang agraria datang mengukur bahkan nanti kalau sertifikat jadi pun suruh bayar lagi100rbkira2 klo begitu bener apa salah ya waalaikum salam wrwb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assalamualaikum pak gubengkang kulo tresnani lan mugiyo dipun tresnani deneng allah ugi amiinkulo ajeng curhat pk gubkulo gadah ibuk ekang gerah pasien kis ten rumah saket alet pku mayong jeparagerahe niku darah tinggi ngantos mboten sadar 3dinten banjur niki sampun sadaranangeng miturut doter kedah dipun sitiscan amergi di kawaterake enten pendarahan ten otak banjur kulo ngaturake rujuk ten rumah saket ingkang enten alate lan ugi enten dokter ahli bedah sarafanangeng rumah saket ingkang di pun tuju jawabane penuh sedantennyuwun solusi nipun lan bantuan nipun pk suwun,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pak tolong diklarifikasi kios buat magersari pasar nglano tasikmadu kabupaten karanganyar knp sampe saat ni blm ad tggapan tnntang kios buat kami mohon pnjlsannya pak mkasih,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assalamualaikum pak gubernuruntuk tindakan sanksi pabrik yang tidak sesuai dengan peraturan pemerintahtentang libur tanggal merah atau hari besar sudah dilaksanakan pakkok masih ada yang kerja di hari libur nasionalsaya harus lapor kemana lagi ya pak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pak saya ada sekitar 100orang bikin sertifikat program prona di lain desa dikenakan biaya 250rb sedang di desa kami 500rb masalahnya desa sebelah udah jalan tahap ke 2 sedangkan di kami udah 3 taun belum juga d proses sama sekali alasannya uang sudah terpakai pihak desa dan panitia tidak mau bekerja krn tdk ada uangnya sudah saya konfirmasi ke pihak bpn memang blm di daftarkan sekalipun sedangkan warga msh pekewuh jika harus d bkin ribut,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelayanan kantor dishub purbalingga apa memang begini minta surat rekom saja dr jam 10 jam 1 siang gak bisa dengan alasan yang tanda tangan lagi oprasi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bendungan irigasi kali bibit pakada di daerah sayayg mengaliri wilanyah limpung sampai bayuputihbelum ada penutupantpi pengalian di tempat sungai mencari kelengahan wargawarga cuman meminta jgan sampai alat brat mengambil di suangai ajakarena akan merusak sungaimakasih sebelumya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
assalamualaikum pak ganjar saya jamal warga jepara pak saya mau mengadu soal tarif parkir agar di sosialisasikan lebih jelas seperti yg dibuat kominfo kab kudus soalnya d kab jepara sudah bnyak yg ngawur ngasih tarif pak trimakasih wassalamualaikum dukung ganjar 2 periode,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pak gub saya ingin melaporkan yg berkaitan dengan perlakuan semenamena petugas pln posisi rekening listrik saya terlambat 2 bulan yaitu bulan februari dan maret 2018 posisi rumah memang sering kosong kemudian pd tanggal 28032017 tibatiba meteran listrik rumah sudah dicabuttanpa pemberitahuan terlebih dahulu krn posisi rumah kosong saya membayar melalui indomaret dan sudah berhasil tapi saya kagetkrn saat saya menengok rumahternyata meteran listrik sudah tidak ada saya telefon pengaduanternyata malah dikatakan akan dikenakan biaya pemasangan ulang apa memang seperti itu prosedurnyamasuk ke rumah orang tanpa ijin mohon kebijakan dari bapak gubernur maturnuwun,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kepada yth bapak gubernur jateng pak ganjar saya warga pemalang apakah dalam proses pembuatan ektp dan kk harus bayar kaerena kemarin setiap warga yang ambil ektp dimintai uang 20000 dan saya mau cetak kk juga dimintai uang yang sama padahal kk belum jadi itu terjad di kec ulujami kab pemalang mohon perhatian dan tindaknnya pak makasih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sore paktolong blusukan daerah pesisir pak terutama desa bulusan kec rowosari perbatasan yosorejo kec gringsing perbatasan kbupaten kendal  batang pak jalan utama nya ke kampung memprihatinkan coba bpk cek pasti kagetudah bertahun2 g ada tindakan dari kelurahan apa lagi sekarag ada dana desatolong di tinjau pak kasian plosok g di perhatikan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assalamualaikum pak saya dari kec prembun pak mau bertanya pakapakah benar dalam pembuatan ektp setelah perekamankami harus menunggu 6 bulan untuk mendapatkan kartu tersebutterimakasih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohon jalan srengseng balapulang jatibarang margasari kab tegal warga sangat membutukan lahan untuk cocok tanam sperti bua naga jagung dll mohon pa lahan perhutani jati itu gagal kurang bagus mending di sewakan pada warga di jadikan lahan produktif insah alloh saya yakin sejahtera pasti terwujud jateng s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pak lapor ada sekolah di kebumen yg setiap tanggal merah tidak libur smk sma smp vip alhuda kasihan guru dan muridnya tidak libur kabarnya juga un yg akan datang juga tidak libur murid yg kelas 7 dan 8 mohon di tindaklanjuti dan gaji guru setiap bulan dipotong silahkan ditinjau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
selamat siang pak perkenalkan nama saya indah nur wulansari saya warga kecamatan salaman magelang saya ingin menyampaikan apresiasi saya sebagai warga yg ingin desa nya maju di desa saya tiap tahun ada pelatihan untk ibuibu dan banyak pengrajin yang terampil namun tidak berkembang dg alasan pemasaran yg pasif dg ini saya mohon bantuan bapak sudi kiranya bapak menerima proposal atas perhatiannya terima kasih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pak tolong saya pak anak saya minta leptop tp saya ga mampu belitolong kasih bekas jg maunanti aku bantu woro dukung bpk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
