bulan,no_laporan,kelurahan,kategori,pengaduan,tgl_pengaduan,waktu_pengaduan,tgl_disposisi,waktu_disposisi,tgl_selesai,tgl_target_selesai,keterangan
02,123687,ROA MALAKA,Kecamatan,Shallom pa sony gubernur dki jakarta. Sungguh hebat camat tambora dan sekel roa malaka. Yg mengizin kan Pedagang kaki lima berdagang di bawah layang pasar pagi di sepanjang jl petak baru tiap hari sabtu dan minggu dgn menyetorkan upeti. Mhn ditinjau dan diusut ke para pedagang  berapa setoran ya,2017-01-16,7:15:57,2017-01-31,11:21:39,2017-02-10,2017-03-02,Pihak kelurahan sudah mencoba untuk menghubungi pelapor akan tetapi tidak dapat tersambung. Pihak kelurahan tidak pernah memberikan izin dan menerima upeti terkait PKL Liar di kolong layang Pasar Pagi hari sabtu dan minggu
02,124281,KEMBANGAN UTARA,Kelurahan,Pak mohon bantuan. Sy susah banget utk mengurus kependudukan d kelurahan kembangan u,2017-01-23,14:13:30,2017-01-31,13:52:34,2017-08-02,2017-02-10,Masalah : ybs ingin mengaktifkan Kembali NIK dari Jakarta Timur Ke Jakarta Barat.                  Berdasarkan Rapat Koordinasi dengan Kasatlak DUKCAPIL Kel. Kembangan Utara 
02,123851,ROA MALAKA,Kelurahan,SORE PAK. SAYA WARGA ROA MALAKA. MENGADUKAN SEKEL ROA MALAKA YG MENOLAK ANAK SAYA  MENJADI PHL DI KELURAHAN ROA MALAKA.  SEDANGKAN KASIE PPSU DAN ADIK DAN SAUDARA2NYA DITERIMA MENJADI PPSU. MENGAPA DEMIKIAN PA. AGAR DI PECAT SEKEL ROA MALAKA YG MENOLAK ANAK SAYA MENJADI PPSU PAK,2017-01-19,17:05:05,2017-01-31,14:02:56,2017-06-02,2017-02-10,Pelapor sudah dicoba untuk dihubungi akan tetapi tidak dapat tersambung. Proses penerimaan PPSU sudah mengikuti proses sesuai aturan yang berlaku.
02,123446,JELAMBAR BARU,Lain-lain,"Pak Basuki Yth, selamat malam, mohon maaf mengganggu, saya warga Jelambar Baru hari ini tanggal 13 jan 2017 saya mau menginformasi bahwa pasar malam yg berada di jelambar baru sudah mengganggu jalanan umum dan bagi rt rw pun tidak ada informasi atau sosialisasi kepada warga yg memang berdomisili di tempat atau lokasi tersebut sehingga menurut saya ini ada pungli yg diterima oleh rw atau pun selevelnya karena mereka berami aja sembarangan menggelar pasar malam seenaknya shingga menggangu jalan umun dan lalu lalalng kendaraan apabilan melewati jalur teraebut sebelumnya saya mohon maaf saya akan share lokasi ke whatsapp bapak untuk lokasi pasar malam biar bs bapak lakukan survei untuk menindak lanjuti permasalahan ini, Terima Kasih",2017-01-13,10:49:58,2017-02-01,12:13:42,2017-02-03,2017-02-11,"1. Sosialisasi Pemasangan Spanduk2. Musyawarah yang dihadiri oleh Para Ketua RW, Ketua dan Anggota LMK, Anggota FKDM, Koordinator Pasar Malam, Pol PP Kecamatan, Kasatgas PP Kelurahan bersama 3 Pilar Untuk Menutup pasar Malam"
02,122816,CENGKARENG TIMUR,Lain-lain,Pak tolong ditindaklanjuti menara telkomsel di palem fantasi w  no. 35. Radiasi di menara sana ada 2bh sebelah dan seberang ruko. Izin sblm diperpanjang sdh diingatin jgn dilanjut tapi tetap dilanjut sd sekarang kira2 sdh 2 thn. Trims,2017-09-01,14:08:52,2017-02-02,10:02:09,,2017-02-12,SUDAH SELESAI DI TL
02,123927,PINANGSIA,PKL Liar,"Kpd Yth, Bapak.Kasatpol PP DKI Jakarta, Kpd Yth,Bapak. Gubernur DKI Jakarta.    Salam Hormat. Mohon Pak Kasatpol PP DKI Memecat / Meroling Semua SATPOL PP Dari.Kelurahan Pinangsia & Kecamatan Tamansari. Jakarta Barat. Krn PEDAGANG KAKI LIMA Depan BNI KOTA Di.Biarkan BERDAGANG Sampai Pagi ( 24 Jam ). Dan juga PERINTAH Dari. Kasatpol PP DKI Jakarta Kepada Kasatpol PP Jakarta Barat Di.Gubris / Di.Cuekiin SATPOL PP Dari. Kelurahan Pinangsia & Kecamatan Tamansari. Jakarta barat. Gbu",2017-01-20,9:42:10,2017-02-02,10:02:09,2017-04-02,2017-02-12,Telah dilakukan penertiban terhadap pedagang kali lima di depan  BNI KOTA  dan telah ditempatkan anggota satpol PP untuk berjaga di lokasi tersebut
02,122856,TANJUNG DUREN UTARA,RT/RW,Rencana ketua rt 011/06 jln lontar 1 tanjung duren utara mau pasang cctv seharga 15 jt.vocer bln 1.5 jt warga keberatan(ke tua rt wondo.bp gubernur yg terhormat trims ,2017-09-01,17:09:05,2017-02-02,10:33:05,2017-02-03,2017-02-12,Sudah Membuat Surat Konfirmasi 
02,122922,DURI KEPA,Kelurahan,Selamat pagi pak Gubernur yang terhormat...seorang Opis gel kelurahan tolong di silidiki yang bernama muslimah...sebagai opis gel kenapa mendapatkan fasilitas kursi atau bangku seprti layak ya PNS sja...kelurahan duri kepa ,2017-10-01,6:33:39,2017-02-02,11:12:41,2017-02-03,2017-02-12,"Laporan tersebut tidak benar, dimana dalam laporan pengaduan, seorang office girl kelurahan Duri Kepa diberikan fasilitas kursi atau bangku. Saya jelaskan bahwa yang dimaksud office girl yang bernama Muslimah termasuk anggota PPSU Kelurahan Duri Kepa yang bertugas membersihkan lingkungan di dalam kantor yang tugas utamanya menyapu, mengepel lantai serta membersihakan wc/kamar mandi khususnya di lantai 2 kantor Kelurahan Duri Kepa"
02,123016,SUKABUMI SELATAN,Banjir,"Selamat Pagi Pak Ahok.. 

Saya Rizki warga Jl. Assirot, saya Mau melaporkan, bahwa di jalan Assirot, Kel. Sukabumi Selatan, Kec, Kebon Jeruk, Jakarta Barat. Telah ada bencana Banjir, Luapan dari Kali Yg ada di jalan Assirot. Setinggi 1/5 Meter /  Selutut Org Dewasa. Mohon Tindak lanjutnya Pak..

Terima Kasih",2017-11-01,0:26:19,2017-02-02,12:17:37,2017-02-07,2017-02-12,Pemberian penjelasan mengenai program Normalisasi Kali Sekretaris dan Pengurasan Saluran oleh PPSU
03,125767,MERUYA SELATAN,Kelurahan,pagi..saya mau bertanya..sampai saat ini kenapa saya warga taman villa meruya jakarta barat dan permata buana belum dibagikan kartu utk pilkada ya?,2017-03-02,7:27:54,2017-03-02,10:19:02,2017-03-29,2017-02-22,Pelapor (Ibu Dewi) No. Telp. 087875314979 mengatakan bahwa beliau sudah menerima Kartu Pemilih nya. Beliau menjelaskan bahwa pada saat itu beliau sms karena waktu sudah dekat Pilkada. Maka saat ini sudah tidak ada masalah.
03,122227,JELAMBAR BARU,Bangunan Liar,"Ada bangunan warung liar di jalan masuk jelambar barat3 dari tubagus angke, motor sering parkir disana sehingga menutup sebagian akses jalam masuk/keluar",2017-05-01,20:10:09,2017-03-02,10:37:28,2017-03-29,2017-03-03,Kelurahan mengeluarkan surat peringatan kepada pemilik warung
03,123073,KAPUK,Kelurahan,Sy wrg kapuk.kel kpk smpe skrg blm dpt formulir. Utk nyoblos pilgub trs gmn ya,2017-11-01,16:54:10,2017-03-02,11:09:34,2017-03-27,2017-02-13,1. ybs sudah dihubungi dan menurut pengakuanya tidak pernah melaporkan / sms 2. ybs sudah terdaftar sebagai pemilih dan akan mengunakan hak suaranya di TPS 004 Rt.006/01 pada pemilihan Gubernur dan Wakil Gubernur
03,125666,RAWABUAYA,RT/RW,"Dibuat stres sm pak RT 007/RW 06 Taman Jeruk, perumahan Bojong Indah Rawa Buaya Jakarta Barat nih.  Minta surat keterangan miskin aja susah.  Datang pagi ktnya lg ke Bandung.... Datang malam ktnya bsk pagi saja.... Datang pagi katanya siang saja.... 

Memang orang tidak ada kerjaan?!  Kalau tidak mau melayani warga jangan jadi RT lah.... 

Tolong tegur Pak Ahok.  Stres nih padahal batal waktu masukin data ke sekolah buat urus KJP itu besok terakhir. Tolong donk Pak Ahok... Sy Liliyana warga Rawa Buaya.  Perumahn bojong Indahu,  Taman jeruk 2 no 35. nih Paka. ",2017-02-02,19:56:18,2017-03-02,11:24:12,2017-03-03,2017-02-02,Mengklarifikasi dengan pihak Pelapor dan memastikan surat keterangan miskin sudah di tanda tangani oleh Ketua Rt.007 Rw.06
03,122382,KEMBANGAN SELATAN,Kelurahan,Selmt pgi pak ahok yg terhormat sy  dr ppsu kembangan selatan yg ingin sy adukan sya kerja di kembangan sudh ckup lma dr dlu zamn lnmas smpai kelining serpis smpai sekrng yg terbaru ppsu egk tau knp thun ini sy di nyatakan lulus bersyart padahl menurut sy kerja sy sdh sesuai aturan dteng pgi kerjaan sy selesaikan dengn mksiml cm krna sy pernh selisih pham dengn kepala ppsu kmbangn mohon sulusinya pak ahok sya sngt berharp bnyak sm bpk terima kasih,2017-06-01,9:52:50,2017-03-02,11:24:18,2017-03-03,2017-02-22,Sudah di hubungi melalui telephon pepelapor untuk konfirmasi penjelasan namun nomor telephone pelapor tidak aktif
03,123909,JEMBATAN BESI,Kelurahan,"Selamat pagi pak Ahok, sy buat rekomendasi utk pembuatan sertifikat susah sekali, di Kelurahan Jembatan Besi..",2017-01-20,9:42:07,2017-03-02,13:04:27,2017-03-03,2017-02-23,
03,126290,CENGKARENG BARAT,Kelurahan,"Selamat sore Pak ahok & tim atau staff.
Saya mau minta tolong untuk tolong cek ke daerah cengkareng pulo bbrp RT. Kalo saya di RT.012 RW.010. Sampai saat ini banyak warga yang belum dapat kartu pemilih. Saya cuma takut ini maksud pembekuan. Karna di sekitar wilayah saya banyak spanduk paslon 1 dan 3. Takutnya ada kecurangan. Mohon bantuannya yah pak. TQ
Dr ; RISCA IKANG CHAYADI
JL. Pulo Harapan Indah no.103 RT.012 RW.010
Cengkareng barat - Jakarta Barat.",2017-06-02,10:10:35,2017-06-02,10:26:36,2017-03-03,2017-02-24,
03,125883,TANJUNG DUREN SELATAN,Kelurahan,"Siang pak/bu, 
Saya warga jakarta barat, kel Tanjung Duren selatan, saya ingin tanyakan mengapa ktp saya belum terdaftar utk pilkada DKI Jakarta?apa yg harus saya lakukan utuk bisa ikut Pilkada??",2017-03-02,17:49:13,2017-06-02,10:32:04,2017-03-29,2017-03-03,"Pelapor merupakan penduduk Kelurahan Kemanggisan, dan saat ini sudah ditangani oleh Kelurahan Kemanggisan."
03,125134,KEMANGGISAN,Kelurahan,"Updates kronologi masalah pembuatan e-ktp att Madtadi di kelurahan kemanggisan :

1.  Tgl 27 jan 2017 : Di hubungi oleh kelurahan kemanggisan, beliau minta foto ktp  dan minta waktu smp 30 jan 2017 utk pengecekan.

2. Tgl 30 di hungungi oleh pihak pegawai kelurahan utk buat pengantar RT RW (seperti buat baru e-ktp ? Padahal sdh buat di thn 2012 dan 2016 (salahnya aku tidak minta resi).

3. Tgl 31 jan 2017: kekelurahan utk menyerahkan surat pengantar dan di suruh balik besok utk resinya? Alasan balik kekelurahan karena applikasinya sedang di updates?

4. Menunggu kapan bisa ambil resi?

Mohon perhatiannya.
",2017-01-31,10:47:17,2017-06-02,11:14:41,2017-03-03,2017-02-21,Sudah ditindaklanjuti oleh Kasatpel dukcapil kelurahan kemanggisan dengan diberikan surat keterangan pada tanggal 01-02-2017 
03,124635,SRENGSENG,Kelurahan,"Jln MHT, yg menghubungkan jl. H simun Rt 005/01, ke jln bambu, kelurahan Srengseng, kecamatan kembangan, Jakbar, jorok dan kumuh, air setiap hai tergenang, petugas ppsu, tdk pernah ke lokasi tsb, mhn ditindak lanjuti,  tksh pak Gubernur, (warga)",2017-01-26,15:40:48,2017-07-02,11:16:31,2017-03-03,2017-02-21,Pelapor a/n Boston sudah ditemui dan dikomunikasikan atau dterangkan bahwa MHT Jalan tsb memang tidak termasuk dalam prioritas pekerjaan PPSU karana masuk dalam kategori jalan menuju rumah warga / jalan tikus. Dan telah dilakukan pembersihan oleh Anggota PPSU Kelurahan Srengseng.
03,125950,RAWABUAYA,RT/RW,"Minta surat keterangan tidak mampu susah sekali.... Pak RT sibuk..... Kita datang malam suruh besok pagi. Datang pagi suruh siang.  Aduh stres mana batas waktu buat KJP besok. 
Tolong pak Ahok tegur pak RT. Saya warga Taman jeruk, Rawa Buaya RT 007/RW 06 Pak.  Saya Liliyana, ibu 2 anak.  Suami sy hanya guru les.
",2017-03-02,18:35:48,2017-07-02,13:42:35,2017-03-03,2017-02-02,Mengklarifikasi dengan pihak Pelapor dan memastikan surat keterangan miskin sudah di tanda tangani oleh Ketua Rt.007 Rw.06
03,123321,ROA MALAKA,Kelurahan,Slamat Mlm pa gubernur DKI. Sesuai ucapan dan intruksi anda yg akan menberhentikan pejabat  jual beli jabatan dan sogok menyogok.  Mhn disidak dan dikoreksi sekretaris  kel Roa Malaka. Yg Terdapat KKN terhadap pengangkatan PHL . Ada beberapa orang anggota  PPSU kel Roa Malaka  DAN  kepala seksi PPSU menpunyai hubungan darah/ kerabat dan saudara  mhn ditindak. Terima kasih,2017-12-01,23:37:21,2017-07-02,14:09:51,2017-03-03,2017-02-21,"Informasi tenrang aduan ini baru diterima oleh pihak kelurahan tgl 21 Februari 2017. pihak kelurahan sudah mencoba menghubungi pelapor akan tetapi tidak dapat dihubungi. Dalam proses penerimaan PPSU sudah mengikuti proses dan mekanisme yang berlaku.Screenshot menghubungi pelapor, dokumen proses seleksi PPSU"
03,126734,TEGAL ALUR,Kelurahan,"Selamat sore bpk Basuki yth saya warga warga Tegal Alur
Anak saya tgl 5 Feb 2017 ini umur 17 th saya bermaksud agar secepatnya dapat KTP supaya bisa ikut PILKADA ikut dukung no 2
Yg ingin saya tanyakan anak saya pulang sekolah jam 14 30 wib kantor kelurahan masih buka tapi gak bisa layanin utk foto KTP alasan no antrin habis  jd harus besok pagi ambil antrian dlu supaya tdk habis
Jd kenapa kantor lurah masih buka tapi gak bisa layanin warga buat apa ?",2017-08-02,15:33:55,2017-10-02,8:31:57,2017-03-03,2017-02-21,Pelapor telah datang ke Kelurahan Tegal Alur dan telah melakukan perekaman e-KTP dibuktikan dengan telah diterbitkannya Surat Keterangan pengganti e-KTP tertanggal 09 Feb 2017. 
03,125939,PEGADUNGAN,Kelurahan,"Selamat sore Pak Ahok, saya ingin mendukung Pak Ahok dlm pilgub 15 Feb ini. Tp saya mendapat sedikit kendala, beberapa bulan lalu saya sudah mengurus pindah alamat dari Penjaringan,Jakut ke Pegadungan, Jakbar tapi ketika saya cek DPT sy di website KPU, dan sy mengecek via NIK, data yg terlihat menunjukan saya masih di alamat Penjaringan. Mohon bantuannya Pak, dimana TPS yg harus saya datangi? Terima kasih",2017-03-02,18:13:46,2017-10-02,9:06:16,2017-03-03,2017-02-21,LANCAR DAN JELAS
03,126230,TANJUNG DUREN UTARA,PKL Liar,"Slmat pagi bpk AHOK.d
Semoga bpk AHOK menang y di pilkada tar..good luck.
Bpk ahok mhn setelah bpk ahok aktip kembali mhn di tertibkan palkiran liar di sepanjang jp tanjung duren utara dr mulai kfc tanjung duren smpe per empatan yg mengarah ke kemanggisan.bnyak palkir cr makan.beri jg peringatan pd pengusaha kecil di kawasan itu agar bs sediakan tmpt palkirnya..krn bikin macet.smpe macetnya ga ada wkt senen-minggu..bhkan pagi z sdh macey hr wekend.",2017-04-02,14:30:08,2017-10-02,11:24:20,2017-03-03,2017-02-23,"Kelurahan Tanjung Duren Utara saat ini merupakan daerah berkembang dari daerah pemukiman ke arah komersil terutama dijalan jalan utamanya. Salah satu konsekuensinya adalah banyaknya konsumen yang parkir di jalan, karena pemilik usaha tidak menyediakan parkir yang memadai. Kelurahan Tanjung Duren Utara selaku melakukan penertiban yang terjadwal karena pada saat penertiban memerlukan koordinasi dengan dishub, pol pp, polri dan TNI serta instansi terkait lainnya"
03,124096,KEMANGGISAN,Lain-lain,"Sore Pak, Bill board dekat  Slipi Mall, seng sdh bertebaran  sangat bahaya , mohon segera diperbaiki, thanks, Yanto",2017-01-22,16:25:56,2017-02-13,14:12:14,2017-03-03,2017-02-22,Sudah di tindaklanjuti Dengan berkoordinasi dengan satpol PP dan UPPD Palmerah
03,127197,KAPUK,Kelurahan,"selamat malam.. 
tim yang menangani aduan masyarakat...

saya Christina fransischa warga dari rt004/006 kelurahan kapuk Cengkareng ...
kebetulan saya bekerja di TRANS 7 

ingin mengadukan bahwa staf dari kelurahan kapuk kurang kooperatif dalam memberikan pelayanan...
perihal pengurusan KTP saya hilang serta KTP ayah saya yang di janjikan awal februari ini akan jadi nyata sampai mau pilkada belum jadi....
dimana selalu di bilang belum jadi..
itu sudah november 2016 diserahkan ke kelurahan untuk d proses...

ini prosedur lama pembuatannya berapa lama yaa umumnya untuk E-KTP  yg hilang...

trima kasih",2017-02-14,3:51:30,2017-02-14,11:01:55,2017-03-03,2017-02-22,"1. ybs sudah dihubungi dan di sms namum tidak menjawab 2. bahwa proses ektp mulai dari bulan agustus sampai dengan saat ini  belum ada yang tercetak, karena tidak adanya nya blanko dari departemen dalam negeri "
03,127196,KAPUK,Kelurahan,"selamat malam.. 
tim yang menangani aduan masyarakat...

saya Christina fransischa warga dari rt004/006 kelurahan kapuk Cengkareng ...
kebetulan saya bekerja di TRANS 7 

ingin mengadukan bahwa staf dari kelurahan kapuk kurang kooperatif dalam memberikan pelayanan...
perihal pengurusan KTP saya hilang serta KTP ayah saya yang di janjikan awal februari ini akan jadi nyata sampai mau pilkada belum jadi....
dimana selalu di bilang belum jadi..
itu sudah november 2016 diserahkan ke kelurahan untuk d proses...

ini prosedur lama pembuatannya berapa lama yaa umumnya untuk E-KTP  yg hilang...

trima kasih",2017-02-14,3:51:30,2017-02-14,11:01:55,2017-03-03,2017-02-22,"1. ybs sudah dihubungi dan di sms namum tidak menjawab 2. bahwa proses ektp mulai dari bulan agustus sampai dengan saat ini  belum ada yang tercetak, karena tidak adanya nya blanko dari departemen dalam negeri "
03,127237,CENGKARENG BARAT,Kelurahan,"Selamat siang. 

Mohon dapat di tinjau untuk PENCETAKAN E-KTP
Kelurahan : Cengkareng Barat
Kecamatan :  Cengkareng
proses KTP sejak 19 September 2016 hingga sekarang data belum juga di cetak.

Mohon bantuannya, Terima kasih. 
FITRIA ",2017-02-14,7:19:09,2017-02-14,11:04:29,2017-03-03,2017-02-24,Berdasarkan hasil koordinasi dengan Kasie Dukcapil Kelurahan Cengkareng Barat bahwa memang blangko eKTP sampai saat ini belum adan dari Departemen Dalam Negri
03,127044,MAPHAR,Kelurahan,"Pagi pak Gubernur, saya warga taman sari 4 no 61 ,kelurahan Maphar  sampai hari ini belum dapat surat formulir c 6 hanya ada A1 untukt pilih Gubernur , sudah tanya RT saya pak Joko tidak ada padahal tetangga sudah dapat formulir C 6, RT saya 002 RW 03",2017-02-13,18:06:05,2017-02-14,14:25:39,2017-03-29,2017-03-20,"Kami bersama PPS dan Ketua RT Bapak Joko telah mendatangi si pelapor dan ternyata pengaduan itu telah diklarifikasi oleh si pelapor, bahwa pelapor telah mengakui kesalahannya karena pelapor telah menerima C6 pada tanggal 14 Februari 2017, sedangkan pelapor menyampaikan aduannya pada tanggal 13 Februari 2017, bahkan pelapor telah melaksanakan haknya untuk mencoblos pada PILKADA 2017 di TPS 4 Kelurahan Maphar, dengan ini kami manganjurkan kepada pelapor untuk melakukan klarifikasi atas kesalahannya dengan mengirimkan kembali melalui email gubernur, maka dengan ini persoalan pengaduan pada warga kami telah selesai."
03,126857,JELAMBAR BARU,Reklame/Spanduk Liar,"Sore Pak. Saya mau laporkan, di daerah jelambar , jln hadiah, jln karya jakarta barat. Banyak ditemukan stiker2  urutan no 1 di tiang listrik. Mohon di periksa dan di bersihkan. Ini stiker baru, krn kmn sore tdk ada. Trm ksh. Sukses selalu no 2.",2017-02-13,17:08:16,2017-02-16,11:46:43,2017-03-03,2017-02-21,Langsung dilaksanakan bersama POL PP ( Letak stiker - stiker ada di Jln. Karya Kel. Wijaya Kusuma)
03,127408,KEDOYA UTARA,Kelurahan,Pagi pak saya dari wrg cosmos kedoya utara kebon jeruk depan rptra rt OO2/O1 kenapa yg tidak dapat surat c6 harus fc sedangkan toko fc pada tutup sampai skrg masih cari fc yg buka ...kenapa dipersulit yaa? Apakah bener hrs fc kenapa sebelumnya tidak diberitahukan terlebih dahulu jadi kan bisa fc dulu tq,2017-02-16,11:51:48,2017-02-17,9:41:34,2017-03-29,2017-02-21,"Sudah disosialisasikan kepada warga dan sudah kewenangan KPU, jika ingin mengikuti pencoblosan Pilkada DKI Jakarta tahap ke 2 segera membuat Surat Keterangan ( Suket ) dan segera bekoordinasi dengan kelurahan"
03,127406,CENGKARENG BARAT,Kelurahan,Slmat malam. Pak saya mau kasih info. Saya sudah resmi pindah ke depok. Bahkan kartu kluarga saya uda ada di alamat depok. Tapi saya cek dari situs   https://ahokdjarot.id/cek-data-pemilih/ saya masih memilih di cengkareng ktp lama saya. Saya takut suara saya di sana di salah gunakan. Klw milih bapak sih mending klw milih yg lain gimna?? Salah 1 kecurangan nih pak,2017-02-16,11:51:46,2017-02-17,9:42:47,2017-03-03,2017-02-22,Berdasarkan koordinasi dengan Kasie Dukcapil bahwa data pelapor tidak ada atau tidak bisa di cek
03,127396,CENGKARENG BARAT,Kelurahan,"Selamat sore pak ahok saya ingin melaporkan tentang pemilu dan tps2 dijakarta, banyak TPS Yg curang dan menyembunyikan surat suara buat org2 yg ingin memilih seperti TPS KRAMAT JATI DAN CENGKARENG banyak org Mengantri dr Pagi tp tidak kunjung dipanggil dan disuruh pulang dengan alasan Surat suara abis Tolong ditindak lanjuti hal tersebut karna semua org berhak memilih",2017-02-16,11:49:54,2017-02-17,9:48:19,2017-03-03,2017-02-27,Berdasarkan koordinasi dengan PPS Kelurahan Cengkareng Barat bahwa disemua TPS di Kelurahan Cengkareng Barat tidak ada kejadian seperti itu
03,127577,PEGADUNGAN,Kelurahan,"Pak, kami warga rw 004, kelurahan pegadungan, kecamatan kalideres. Sudah bawa ektp & kk asli tapi tidak boleh memilih di tps 026 dan 027. Tidak ada petugas panwaslu disana. Akhirnya banyak warga tidak bisa memilih.",2017-02-16,12:20:31,2017-02-17,10:20:26,2017-03-27,2017-03-13,KOORDINASI DENGAN PETUGAS KPPS KELURAHAN
03,127566,KAMAL,Kelurahan,"Halo Tim Ahok, nama saya tidak terdaftar di TPS no.68, Kel: Kamal, Kec: Kalideres, tidak boleh nyoblos, sudah bawa undangan tapi nama tidak terdaftar, sudah bawa e-ktp & KK juga tidak bisa",2017-02-16,12:19:19,2017-02-17,10:21:52,2017-03-30,2017-02-27,Bahwa Kami sudah koordinasi dengan PPS kelurahan kamal bahwa Pelapor tidak jelas Namanya yang berada di TPS 68 Kelurahan Kamal dan apabila yang bersangkutan membawa undangan E-KTP asli dan KK Asli dan Suket pasti akan di layani di TPS tersebut.
03,127510,CENGKARENG BARAT,Kelurahan,"Pak Ahok, banyak warga DKI Jakarta yang ditolak untuk melakukan penyoblosan, 
Seperti TPS 88 Cengkareng , TPS 89, dll
Di fb banyak status berita warga sperti itu pak. 
Kami sangat berharap Pak Ahok Djarot menang pak, 
Tolong minta polda ditindaklanjuti pak
Terima kasih.",2017-02-16,12:09:53,2017-02-17,10:37:12,2017-03-03,2017-02-22,koordinasi dengan PPS Kelurahan Cengkareng Barat TPS di Kelurahan Cengkareng Barat tidak ada TPS 88 & 89 karna di Cengkareng Barat hanya sampai TPS 83
03,127458,CENGKARENG BARAT,Kelurahan,"TOLONG CEPAT DITINDAK LANJUTI INFO INI
TPS 48.49.50 89 DI DAERAH CENGKARENG TIDAK DIKASIH
NUSUK.MASIH RIBUAN ORANG.ALASAN
FORMULIR HABIS.SEKARANG LAGI RIBUT. TRM KSH",2017-02-16,12:00:44,2017-02-17,10:42:56,2017-03-03,2017-02-22,Berdasarkan koordinasi dengan PPS Kelurahan Cengkareng Barat bahwa disemua TPS di Kelurahan Cengkareng Barat tidak ada kejadian seperti itu dan TPS Kel.Cengkareng Barat hanya sampai TPS 83
03,127451,CENGKARENG BARAT,Kelurahan,Tps cengkareng kayanya bermasalah,2017-02-16,11:59:22,2017-02-17,10:44:14,2017-03-03,2017-02-22,Berdasarkan koordinasi dengan PPS Kelurahan Cengkareng Barat untuk TPS Kel. Cengkareng Barat walaupun ada masalah tapi bisa di selesaikan.
03,127426,CENGKARENG BARAT,Kelurahan,"Pak, TPS 89 cengkareng dicurangi pak, 1000 orang gak biss nyoblos, mereka dsuruh baris dari pagi trus duduk, baris lagi, tau2 jam 12 warga marah2, ehhh dibilang waktu udh abis! Mereka msh bertahan pak dsana! Tolong segera diusut pak",2017-02-16,11:54:39,2017-02-17,10:49:47,2017-03-03,2017-02-22,Berdasarkan koordinasi dengan PPS Kelurahan Cengkareng Barat untuk TPS Kel. Cengkareng Barat tidak ada TPS 89..
03,127435,DURI KOSAMBI,Kelurahan,"Selamat siang saya albertia kusuma warga jln h. muchtar no. 39 rt 04 rw 03, duri kosambi, cengkareng, jakarta barat. saya ingin melaporkan tps 31 kelurahan kami tidak memberikan surat undangan pemilihan pdahal sudah d daftarkan 5 org tp hanya 1 org yg mendpatkan krn 1 org bru meninggal. 3 org lainny tdk mndpat undngan dri rt. saat datng ke kelurahan,trnyta dsna bnyk warga puluhan orang tdk bisa memilih krn d usir oleh tps dgn alasan khabisan kertas coblos. wrga bolak balik mencari tps lain tp d usir sperti binatang. mengeluh k kelurahan duri kosambi tp tdk jga mendapat solusi. kami mohon keadilanny,krn kami wrga jakarta memiliki hak penuh trhadap pemilihan. kami merasa sangat d persulit. trimakasih",2017-02-16,11:56:28,2017-02-17,10:49:54,2017-03-03,2017-02-24,Ketua KPPS merasa mengusir kepada semua orang yang memasuki area TPS padahal ybs tidak terdaftar di DPT dan waktu belum menunjukkan pukul 12.00 WIB sesuai aturan KPU
03,127679,RAWABUAYA,Banjir,Pak Ahok. Jam 22.30 daerah pertigaan palapa di Rawa Buaya Cengkareng Jakbar masih terendam banjir. Mohon bantu penanganan. Tks. ,2017-02-21,23:09:07,2017-02-22,9:38:42,2017-03-04,2017-02-22,sudah surut pukul 06.00 pagi
03,127744,KECAMATAN PALMERAH,Kecamatan,Lapor ber x2.  Kinerja dpk kec. Palmerah tak ada. Banyak pelanggaran dibiarkan. Tlg pak Beni Ka. Dinas dpk. Bpk. Kamilus. Dan Ahok Gub. Dki jkt. Ditinjau kembali  staff dan  Ka. Dpk kec. Palmerah. Banyak bangunan bermasalah dibiarkan. Ptsp tak bisa bertindak. Contoh bangunan pinggir jl. Sandang rt. 1 rw. 11 dpn gedung karang taruna kel. Palmerah. Melanggar Gsb dan peruntukan 3 lt. Dan ex. Kebakaran pabrik minyak gosok rw. 4 . Jl. Sulaiman. Kel. Palmerah tanpa Imb. Punya bpk Ijma perta rumah tinggal jd Mess . Pt sinta. Jl. Sulaiman kel. Kemanggisan. Menurut info pemborong sdh 86 dgn pengawas. John tomas palmerahBeni Dpk Dinas,2017-02-22,8:16:49,2017-02-22,9:57:54,2017-03-27,2017-03-08,renovasi bangunan 
03,127743,KECAMATAN PALMERAH,Kecamatan,Lapor ber x2.  Kinerja dpk kec. Palmerah tak ada. Banyak pelanggaran dibiarkan. Tlg pak Beni Ka. Dinas dpk. Bpk. Kamilus. Dan Ahok Gub. Dki jkt. Ditinjau kembali  staff dan  Ka. Dpk kec. Palmerah. Banyak bangunan bermasalah dibiarkan. Ptsp tak bisa bertindak. Contoh bangunan pinggir jl. Sandang rt. 1 rw. 11 dpn gedung karang taruna kel. Palmerah. Melanggar Gsb dan peruntukan 3 lt. Dan ex. Kebakaran pabrik minyak gosok rw. 4 . Jl. Sulaiman. Kel. Palmerah tanpa Imb. Punya bpk Ijma perta rumah tinggal jd Mess . Pt sinta. Jl. Sulaiman kel. Kemanggisan. Menurut info pemborong sdh 86 dgn pengawas. John tomas palmerah,2017-02-22,8:15:51,2017-02-22,9:57:54,2017-03-27,2017-03-08,renovasi bangunan 
